state,constituency,name,name_title,party,photo_url
Andaman and Nicobar Islands,Andaman and Nicobar Islands,Bishnu Pada Ray,Bishnu Pada Ray,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Shri_Bishnu_Pada_Ray%2C_MP_of_Andaman_%26_Nicobar_Islands%2C_addressing_at_the_inauguration_of_the_Public_Information_Campaign%2C_at_Ferrargunj%2C_South_Andaman_on_January_03%2C_2016.jpg/500px-thumbnail.jpg
Andhra Pradesh,Araku,Gumma Thanuja Rani,Gumma Thanuja Rani,YSR Congress Party,
Andhra Pradesh,Srikakulam,Kinjarapu Ram Mohan Naidu,Kinjarapu Ram Mohan Naidu,Telugu Desam Party,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Kinjarapu_Ram_Mohan_Naidu_%28cropped%29.jpg/500px-Kinjarapu_Ram_Mohan_Naidu_%28cropped%29.jpg
Andhra Pradesh,Vizianagaram,Appalanaidu Kalisetti,Appalanaidu Kalisetti,Telugu Desam Party,
Andhra Pradesh,Visakhapatnam,Mathukumilli Bharat,Mathukumilli Bharat,Telugu Desam Party,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Mathukumilli_Bharat_at_CII_30th_Partnership_Summit%2C_Visakhapatnam_02.jpg/500px-Mathukumilli_Bharat_at_CII_30th_Partnership_Summit%2C_Visakhapatnam_02.jpg
Andhra Pradesh,Anakapalli,C. M. Ramesh,C. M. Ramesh,Bharatiya Janata Party,
Andhra Pradesh,Kakinada,Tangella Uday Srinivas,Tangella Uday Srinivas,Janasena Party,
Andhra Pradesh,Amalapuram,Ganti Harish Madhur,Ganti Harish Madhur,Telugu Desam Party,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/G_M_Harish_Balayogi_in_a_white_background.jpg/500px-G_M_Harish_Balayogi_in_a_white_background.jpg
Andhra Pradesh,Rajahmundry,Daggubati Purandeswari,Daggubati Purandeswari,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/D._Purandeswari%2C_in_New_Delhi_on_February_07%2C_2013.jpg/500px-D._Purandeswari%2C_in_New_Delhi_on_February_07%2C_2013.jpg
Andhra Pradesh,Narasapuram,Bhupathi Raju Srinivasa Varma,Bhupathi Raju Srinivasa Varma,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/BhSrinivasaVarma.jpg/500px-BhSrinivasaVarma.jpg
Andhra Pradesh,Eluru,Putta Mahesh Kumar,Putta Mahesh Kumar,Telugu Desam Party,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Putta_Mahesh_Kumar.jpg/500px-Putta_Mahesh_Kumar.jpg
Andhra Pradesh,Machilipatnam,Vallabhaneni Balashowry,Vallabhaneni Balashowry,Janasena Party,
Andhra Pradesh,Vijayawada,Kesineni Sivanath,Kesineni Sivanath,Telugu Desam Party,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Kesineni_Chinni.jpg/500px-Kesineni_Chinni.jpg
Andhra Pradesh,Guntur,Chandra Sekhar Pemmasani,Chandra Sekhar Pemmasani,Telugu Desam Party,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/The_Minister_of_State_for_Rural_Development_and_Communications%2C_Dr._Chandra_Sekhar_Pemmasani_%28cropped%29.jpg/500px-The_Minister_of_State_for_Rural_Development_and_Communications%2C_Dr._Chandra_Sekhar_Pemmasani_%28cropped%29.jpg
Andhra Pradesh,Narasaraopet,Lavu Sri Krishna Devarayalu,Lavu Sri Krishna Devarayalu,Telugu Desam Party,
Andhra Pradesh,Bapatla,Krishna Prasad Tenneti,Krishna Prasad Tenneti,Telugu Desam Party,
Andhra Pradesh,Ongole,Magunta Sreenivasulu Reddy,Magunta Sreenivasulu Reddy,Telugu Desam Party,
Andhra Pradesh,Nandyal,Byreddy Shabari,Byreddy Shabari,Telugu Desam Party,
Andhra Pradesh,Kurnool,B. Nagaraju Panchalingala,Bastipati Nagaraju Panchalingala,Telugu Desam Party,
Andhra Pradesh,Anantapur,G. Lakshminarayana,G. Lakshminarayana,Telugu Desam Party,
Andhra Pradesh,Hindupur,B. K. Parthasarathi,B. K. Parthasarathi,Telugu Desam Party,
Andhra Pradesh,Kadapa,Y. S. Avinash Reddy,Y. S. Avinash Reddy,YSR Congress Party,
Andhra Pradesh,Nellore,Vemireddy Prabhakar Reddy,Vemireddy Prabhakar Reddy,Telugu Desam Party,
Andhra Pradesh,Tirupati,Maddila Gurumoorthy,Maddila Gurumoorthy,YSR Congress Party,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Portrait_of_Maddila_Gurumoorthy.jpg/500px-Portrait_of_Maddila_Gurumoorthy.jpg
Andhra Pradesh,Rajampet,P. V. Midhun Reddy,P. V. Midhun Reddy,YSR Congress Party,
Andhra Pradesh,Chittoor,Daggumalla Prasada Rao,Daggumalla Prasada Rao,Telugu Desam Party,
Arunachal Pradesh,Arunachal West,Kiren Rijiju,Kiren Rijiju,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Kiren_Rijiju_with_Modi_%28cropped%29.jpg/500px-Kiren_Rijiju_with_Modi_%28cropped%29.jpg
Arunachal Pradesh,Arunachal East,Tapir Gao,Tapir Gao,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Himalayan_University_-_Prize_Distribution_by_Chief_Guest%2C_Shri_Tapir_Gao_Ji.jpg/500px-Himalayan_University_-_Prize_Distribution_by_Chief_Guest%2C_Shri_Tapir_Gao_Ji.jpg
Assam,Kokrajhar,Joyanta Basumatary,Joyanta Basumatary,United People's Party Liberal,
Assam,Dhubri,Rakibul Hussain,Rakibul Hussain,Indian National Congress,https://upload.wikimedia.org/wikipedia/commons/2/23/The_Minister_of_Panchayat_%26_Rural_Development%2C_Environment_%26_Forest%2C_Assam%2C_Shri_Rakibul_Hussain_addressing_at_the_Public_Information_Campaign_on_Bharat_Nirman%2C_organized_by_Press_Information_Bureau_%2C_Guwahati_%28cropped%29.jpg
Assam,Barpeta,Phani Bhusan Choudhury,Phani Bhusan Choudhury,Asom Gana Parishad,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Phani_Bhushan_Choudhary_ALA_portrait.jpg/500px-Phani_Bhushan_Choudhary_ALA_portrait.jpg
Assam,Darrang–Udalguri,Dilip Saikia,Dilip Saikia,Bharatiya Janata Party,
Assam,Guwahati,Bijuli Kalita Medhi,Bijuli Kalita Medhi,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/a/ae/Mpimage_photo_5603.jpg
Assam,Diphu,Amarsing Tisso,Amarsing Tisso,Bharatiya Janata Party,
Assam,Karimganj,Kripanath Mallah,Kripanath Mallah,Bharatiya Janata Party,
Assam,Silchar,Parimal Suklabaidya,Parimal Suklabaidya,Bharatiya Janata Party,
Assam,Nagaon,Pradyut Bordoloi,Pradyut Bordoloi,Indian National Congress,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Pradyut.jpg/500px-Pradyut.jpg
Assam,Kaziranga,Kamakhya Prasad Tasa,Kamakhya Prasad Tasa,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/MP_Kamakhya_Prasad_%28cropped%29.jpg/500px-MP_Kamakhya_Prasad_%28cropped%29.jpg
Assam,Sonitpur,Ranjit Dutta,Ranjit Dutta,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/c/c8/Ranjit_Dutta_in_2017_%28cropped%29.jpg
Assam,Lakhimpur,Pradan Baruah,Pradan Baruah,Bharatiya Janata Party,
Assam,Dibrugarh,Sarbananda Sonowal,Sarbananda Sonowal,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Sarbananda_Sonowal_with_PM_Modi_%28cropped%29.jpg/500px-Sarbananda_Sonowal_with_PM_Modi_%28cropped%29.jpg
Assam,Jorhat,Gaurav Gogoi,Gaurav Gogoi,Indian National Congress,https://upload.wikimedia.org/wikipedia/commons/6/6e/Gaurav_Gogoi_2024_%28cropped%29.jpg
Bihar,Valmiki Nagar,Sunil Kushwaha,Sunil Kumar Kushwaha,Janata Dal (United),https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Sunil_Kumar_Kushwaha_at_west_champaran_%28cropped%29_%28cropped%29.jpg/500px-Sunil_Kumar_Kushwaha_at_west_champaran_%28cropped%29_%28cropped%29.jpg
Bihar,Paschim Champaran,Sanjay Jaiswal,Sanjay Jaiswal,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Sanjay_Jaiswal_Member_of_Parliament_%28cropped%29.jpg/500px-Sanjay_Jaiswal_Member_of_Parliament_%28cropped%29.jpg
Bihar,Purvi Champaran,Radha Mohan Singh,Radha Mohan Singh,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/The_Union_Minister_for_Agriculture_and_Farmers_Welfare%2C_Shri_Radha_Mohan_Singh_briefing_the_media_on_Project_Chaman%2C_in_New_Delhi_on_October_16%2C_2017.jpg/500px-The_Union_Minister_for_Agriculture_and_Farmers_Welfare%2C_Shri_Radha_Mohan_Singh_briefing_the_media_on_Project_Chaman%2C_in_New_Delhi_on_October_16%2C_2017.jpg
Bihar,Sheohar,Lovely Anand,Lovely Anand,Janata Dal (United),https://upload.wikimedia.org/wikipedia/commons/6/66/Lovely_Anand_%28cropped%29.jpg
Bihar,Sitamarhi,Devesh Chandra Thakur,Devesh Chandra Thakur,Janata Dal (United),https://upload.wikimedia.org/wikipedia/commons/7/70/Devesh_Chandra_Thakur_%28cropped%29.jpg
Bihar,Madhubani,Ashok Kumar Yadav,Ashok Kumar Yadav,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Ashok_Kumar_Yadav.jpg/500px-Ashok_Kumar_Yadav.jpg
Bihar,Jhanjharpur,Ramprit Mandal,Ramprit Mandal,Janata Dal (United),https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Ramprit_Mandal.jpg/500px-Ramprit_Mandal.jpg
Bihar,Supaul,Dileshwar Kamait,Dileshwar Kamait,Janata Dal (United),https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Dileshwar_Kamait.jpg/500px-Dileshwar_Kamait.jpg
Bihar,Araria,Pradeep Kumar Singh,Pradeep Kumar Singh,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/en/thumb/a/a3/Pradeep_Singh_MP.jpg/500px-Pradeep_Singh_MP.jpg
Bihar,Kishanganj,Mohammad Jawed,Mohammad Jawed,Indian National Congress,
Bihar,Katihar,Tariq Anwar,Tariq Anwar (politician),Indian National Congress,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Tariq_Anwar_assuming_office_as_Minister_of_State_for_Agriculture_in_2012_%28cropped%29.jpg/500px-Tariq_Anwar_assuming_office_as_Minister_of_State_for_Agriculture_in_2012_%28cropped%29.jpg
Bihar,Purnia,Pappu Yadav,Pappu Yadav,Independent,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/The_Member_of_Parliament_%28Lok_Sabha%29%2C_Shri_Rajesh_Ranjan_%28Pappu_Yadav%29_meeting_the_Union_Minister_for_Railways%2C_Shri_Suresh_Prabhakar_Prabhu%2C_in_New_Delhi_on_March_22%2C_2016_%28cropped%29.jpg/500px-thumbnail.jpg
Bihar,Madhepura,Dinesh Chandra Yadav,Dinesh Chandra Yadav (Indian politician),Janata Dal (United),https://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Dinesh_Chandra_Yadav.jpg/500px-Dinesh_Chandra_Yadav.jpg
Bihar,Darbhanga,Gopal Jee Thakur,Gopal Jee Thakur,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Gopal_Jee_Thakur.jpg/500px-Gopal_Jee_Thakur.jpg
Bihar,Muzaffarpur,Raj Bhushan Choudhary,Raj Bhushan Choudhary,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/The_President%2C_Smt_Droupadi_Murmu_administering_the_oath_as_Minister_of_State_to_Shri_Raj_Bhushan_Choudhary_at_a_Swearing-in_Ceremony_at_Rashtrapati_Bhavan%2C_in_New_Delhi_on_June_09%2C_2024.jpg/500px-thumbnail.jpg
Bihar,Vaishali,Veena Devi,Veena Devi,Lok Janshakti Party (Ram Vilas),https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Veena_Devi_Lok_Sabha_MP_%28cropped%29.jpg/500px-Veena_Devi_Lok_Sabha_MP_%28cropped%29.jpg
Bihar,Gopalganj,Alok Kumar Suman,Alok Kumar Suman,Janata Dal (United),https://upload.wikimedia.org/wikipedia/en/2/26/Alok_Kumar_Suman.jpg
Bihar,Siwan,Vijay Lakshmi Kushwaha,Vijaylakshmi Devi,Janata Dal (United),https://upload.wikimedia.org/wikipedia/commons/3/37/Vijay_Lakshmi_Kushwaha_%28cropped%29.jpg
Bihar,Maharajganj,Janardan Singh Sigriwal,Janardan Singh Sigriwal,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/5/55/Janardan_Singh_%27Sigriwal%27%2C_MP_%28Lok_Sabha%29_with_others_meeting_with_the_President_of_India%2C_Shri_Ram_Nath_Kovind%2C_at_Rashtrapati_Bhavan_%28cropped%29.jpg
Bihar,Saran,Rajiv Pratap Rudy,Rajiv Pratap Rudy,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/The_Minister_of_State_for_Skill_Development_%26_Entrepreneurship_%28Independent_Charge%29_and_Parliamentary_Affairs%2C_Shri_Rajiv_Pratap_Rudy_addressing_at_the_National_Conference_on_Urban_Poverty_Alleviation%2C_in_New_Delhi.jpg/500px-thumbnail.jpg
Bihar,Hajipur,Chirag Paswan,Chirag Paswan,Lok Janshakti Party (Ram Vilas),https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/The_Union_Minister_of_Food_Processing_Industries%2C_Shri_Chirag_Paswan_chaired_a_Curtain_Raiser_Press_Conference_on_%E2%80%9CWorld_Food_India-2024%E2%80%9D_%E2%80%93_in_New_Delhi_on_June_19%2C_2024_%28Cropped%29.jpg/500px-thumbnail.jpg
Bihar,Ujiarpur,Nityanand Rai,Nityanand Rai,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/8/87/Nityanand_Rai_%28cropped%29.jpg
Bihar,Samastipur,Shambhavi Choudhary,Shambhavi Choudhary,Lok Janshakti Party (Ram Vilas),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Shambhavi_Choudhary_2026.jpg/500px-Shambhavi_Choudhary_2026.jpg
Bihar,Begusarai,Giriraj Singh,Giriraj Singh,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Giriraj_Singh_addressing_at_the_inauguration_of_the_National_Conclave_%28MSME_Udyam_Sangam_2018%29%2C_on_the_occasion_of_the_2nd_United_Nations_MSME_Day%2C_in_New_Delhi.JPG/500px-thumbnail.jpg
Bihar,Khagaria,Rajesh Verma,Rajesh Verma (Khagaria politician),Lok Janshakti Party (Ram Vilas),
Bihar,Bhagalpur,Ajay Kumar Mandal,Ajay Kumar Mandal,Janata Dal (United),https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Ajay_Kumar_Mandal.jpg/500px-Ajay_Kumar_Mandal.jpg
Bihar,Banka,Giridhari Yadav,Giridhari Yadav,Janata Dal (United),https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Giridhari_Yadav.jpg/500px-Giridhari_Yadav.jpg
Bihar,Munger,Rajiv Ranjan Singh,Rajiv Ranjan Singh,Janata Dal (United),https://upload.wikimedia.org/wikipedia/commons/3/36/Shri_Rajiv_Ranjan_Singh_alias_Lalan_Singh_interacting_with_media_after_taking_charge_as_the_Union_Minister_for_Fisheries%2C_Animal_Husbandry_and_Dairying.jpg
Bihar,Nalanda,Kaushalendra Kumar,Kaushalendra Kumar,Janata Dal (United),https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Kaushalendra_with_Nitish_Kumar%2C_Kaushal_Kishore_and_others_at_55th_anniversary_of_establishment_of_Vishwa_Shanti_Stupa_%28cropped%29.jpg/500px-Kaushalendra_with_Nitish_Kumar%2C_Kaushal_Kishore_and_others_at_55th_anniversary_of_establishment_of_Vishwa_Shanti_Stupa_%28cropped%29.jpg
Bihar,Patna Sahib,Ravi Shankar Prasad,Ravi Shankar Prasad,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Ravi_Shankar_Prasad_At_Office.jpg/500px-Ravi_Shankar_Prasad_At_Office.jpg
Bihar,Pataliputra,Misa Bharti,Misa Bharti,Rashtriya Janata Dal,https://upload.wikimedia.org/wikipedia/commons/a/a2/Misa_Bharti.jpg
Bihar,Arrah,Sudama Prasad,Sudama Prasad,Communist Party of India (Marxist-Leninist) Liberation,
Bihar,Buxar,Sudhakar Singh,Sudhakar Singh (Bihar politician),Rashtriya Janata Dal,
Bihar,Sasaram,Manoj Kumar,Manoj Kumar (Sasaram politician),Indian National Congress,
Bihar,Karakat,Raja Ram Kushwaha,Raja Ram Singh Kushwaha,Communist Party of India (Marxist-Leninist) Liberation,
Bihar,Jahanabad,Surendra Prasad Yadav,Surendra Prasad Yadav,Rashtriya Janata Dal,
Bihar,Aurangabad,Abhay Kushwaha,Abhay Kumar Sinha,Rashtriya Janata Dal,
Bihar,Gaya,Jitan Ram Manjhi,Jitan Ram Manjhi,Hindustani Awam Morcha,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Jitan_Ram_Manjhi_June_2024_cropped.jpg/500px-Jitan_Ram_Manjhi_June_2024_cropped.jpg
Bihar,Nawada,Vivek Thakur,Vivek Thakur,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/c/c2/Nitish_Kumar_with_Vivek_Thakur_and_others_in_Warsaliganj_%28cropped%29.jpg
Bihar,Jamui,Arun Bharti,Arun Bharti,Lok Janshakti Party (Ram Vilas),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Arun-Bharti-MP-Jamui.png/500px-Arun-Bharti-MP-Jamui.png
Chandigarh,Chandigarh,Manish Tewari,Manish Tewari,Indian National Congress,https://upload.wikimedia.org/wikipedia/commons/c/c8/Manish_Tewari.jpg
Chhattisgarh,Sarguja,Chintamani Maharaj,Chintamani Maharaj,Bharatiya Janata Party,
Chhattisgarh,Raigarh,Radheshyam Rathiya,Radheshyam Rathiya,Bharatiya Janata Party,
Chhattisgarh,Janjgir–Champa,Kamlesh Jangde,Kamlesh Jangde,Bharatiya Janata Party,
Chhattisgarh,Korba,Jyotsna Mahant,Jyotsna Mahant,Indian National Congress,
Chhattisgarh,Bilaspur,Tokhan Sahu,Tokhan Sahu,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Tokhan_Sahu.jpg/500px-Tokhan_Sahu.jpg
Chhattisgarh,Rajnandgaon,Santosh Pandey,Santosh Pandey (Chhattisgarh politician),Bharatiya Janata Party,
Chhattisgarh,Durg,Vijay Baghel,Vijay Baghel,Bharatiya Janata Party,
Chhattisgarh,Raipur,Brijmohan Agrawal,Brijmohan Agrawal,Bharatiya Janata Party,
Chhattisgarh,Mahasamund,Rupkumari Choudhary,Rupkumari Choudhary,Bharatiya Janata Party,
Chhattisgarh,Bastar,Mahesh Kashyap,Mahesh Kashyap,Bharatiya Janata Party,
Chhattisgarh,Kanker,Bhojraj Nag,Bhojraj Nag,Bharatiya Janata Party,
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Kalaben Delkar,Kalaben Delkar,Bharatiya Janata Party,
Dadra and Nagar Haveli and Daman and Diu,Daman and Diu,Umeshbhai Patel,Umeshbhai Patel,Independent,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Umeshbhai_Patel.jpg/500px-Umeshbhai_Patel.jpg
Delhi,Chandni Chowk,Praveen Khandelwal,Praveen Khandelwal,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/b/bc/Praveen_Khandelwal.jpg
Delhi,North East Delhi,Manoj Tiwari,Manoj Tiwari (Delhi politician),Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Manoj_Tiwari_profile.jpg/500px-Manoj_Tiwari_profile.jpg
Delhi,East Delhi,Harsh Malhotra,Harsh Malhotra,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Harsh_Malhotra.png/500px-Harsh_Malhotra.png
Delhi,New Delhi,Bansuri Swaraj,Bansuri Swaraj,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/f/fa/Bansuri_Swaraj_in_June_2024.jpg
Delhi,North West Delhi,Yogender Chandoliya,Yogender Chandoliya,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/6/66/Yogender_Chandoliya.jpg
Delhi,West Delhi,Kamaljeet Sehrawat,Kamaljeet Sehrawat,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Kamaljeet_Sehrawat.jpg/500px-Kamaljeet_Sehrawat.jpg
Delhi,South Delhi,Ramvir Singh Bidhuri,Ramvir Singh Bidhuri,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Ramvir_Singh_Bidhuri.jpg/500px-Ramvir_Singh_Bidhuri.jpg
Goa,North Goa,Shripad Naik,Shripad Naik,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Shripad_Yasso_Naik_-_Kolkata_2014-10-12_7755.JPG/500px-Shripad_Yasso_Naik_-_Kolkata_2014-10-12_7755.JPG
Goa,South Goa,Viriato Fernandes,Viriato Fernandes,Indian National Congress,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Viriato_Fernandes_2024.jpg/500px-Viriato_Fernandes_2024.jpg
Gujarat,Kachchh,Vinodbhai Chavda,Vinodbhai Chavda,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Vinodbhai_Chavda.jpg/500px-Vinodbhai_Chavda.jpg
Gujarat,Banaskantha,Geniben Thakor,Geniben Thakor,Indian National Congress,
Gujarat,Patan,Bharatsinhji Dabhi,Bharatsinhji Dabhi,Bharatiya Janata Party,
Gujarat,Mahesana,Haribhai Patel,Haribhai Patel,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Haribhai_Patel_2024.jpg/500px-Haribhai_Patel_2024.jpg
Gujarat,Sabarkantha,Shobhanaben Baraiya,Shobhanaben Baraiya,Bharatiya Janata Party,
Gujarat,Gandhinagar,Amit Shah,Amit Shah,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/4/44/Amit_Shah_photographed_during_the_first_Union_Cabinet_Meeting_of_the_18th_Lok_Sabha_%28cropped%29.jpg
Gujarat,Ahmedabad East,Hasmukh Patel,Hasmukh Patel (politician),Bharatiya Janata Party,
Gujarat,Ahmedabad West,Dineshbhai Makwana,Dineshbhai Makwana,Bharatiya Janata Party,
Gujarat,Surendranagar,Chandubhai Shihora,Chandubhai Shihora,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Chandubhai_Shihora.jpg/500px-Chandubhai_Shihora.jpg
Gujarat,Rajkot,Parshottam Rupala,Parshottam Rupala,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/The_Union_Minister_for_Fisheries%2C_Animal_Husbandry_and_Dairying%2C_Shri_Parshottam_Rupala.jpg/500px-The_Union_Minister_for_Fisheries%2C_Animal_Husbandry_and_Dairying%2C_Shri_Parshottam_Rupala.jpg
Gujarat,Porbandar,Mansukh Mandaviya,Mansukh Mandaviya,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Mansukh_Mandaviya_photo_2.png/500px-Mansukh_Mandaviya_photo_2.png
Gujarat,Jamnagar,Poonamben Maadam,Poonamben Maadam,Bharatiya Janata Party,
Gujarat,Junagadh,Rajesh Chudasama,Rajesh Chudasama,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/0/01/Rajesh_Chudasama.jpg
Gujarat,Amreli,Bharatbhai Sutariya,Bharatbhai Sutariya,Bharatiya Janata Party,
Gujarat,Bhavnagar,Nimuben Bambhaniya,Nimuben Bambhaniya,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Nimuben_Jayantibhai_Bambhaniya_being_welcomed_on_her_arrival_for_assumption_of_charge_as_the_Minister_of_State_for_Ministry_of_Consumer_Affairs%2C_Food_and_Public_Distribution_%28cropped%29.jpg/500px-thumbnail.jpg
Gujarat,Anand,Mitesh Patel,Mitesh Rameshbhai Patel,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Mitesh_Patel_Bakabhai.jpg/500px-Mitesh_Patel_Bakabhai.jpg
Gujarat,Kheda,Devusinh Chauhan,Devusinh Jesingbhai Chauhan,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Devusinh_Chauhan_with_PM_Modi_%28cropped%29.jpg/500px-Devusinh_Chauhan_with_PM_Modi_%28cropped%29.jpg
