state,constituency,name,name_title,party,photo_url
Telangana,Nizamabad,Dharmapuri Arvind,Dharmapuri Arvind,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/ArvindDharmapuri.jpg/500px-ArvindDharmapuri.jpg
Telangana,Zahirabad,Suresh Shetkar,Suresh Shetkar,Indian National Congress,
Telangana,Medak,Raghunandan Rao,Raghunandan Rao,Bharatiya Janata Party,
Telangana,Malkajgiri,Etela Rajender,Etela Rajender,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Etela_Rajendera.jpg/500px-Etela_Rajendera.jpg
Telangana,Secunderabad,G. Kishan Reddy,G. Kishan Reddy,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/G._Kishan_Reddy_in_2025.jpg/500px-G._Kishan_Reddy_in_2025.jpg
Telangana,Hyderabad,Asaduddin Owaisi,Asaduddin Owaisi,All India Majlis-e-Ittehadul Muslimeen,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Asaduddin.jpg/500px-Asaduddin.jpg
Telangana,Chevella,Konda Vishweshwar Reddy,Konda Vishweshwar Reddy,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Konda_Vishweshwar_Reddi.jpg/500px-Konda_Vishweshwar_Reddi.jpg
Telangana,Mahbubnagar,D. K. Aruna,D. K. Aruna,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/The_Minister_for_Information_and_Public_Relations%2C_Andhra_Pradesh%2C_Smt._D.K._Aruna_addressing_at_the_valedictory_function_of_the_18th_International_Children%E2%80%99s_Film_Festival_India%2C_in_Hyderabad_on_November_20%2C_2013.jpg/500px-thumbnail.jpg
Telangana,Nagarkurnool,Mallu Ravi,Mallu Ravi,Indian National Congress,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Mallu_Ravi_at_A_event_In_ravindrabharathi_1.jpg/500px-Mallu_Ravi_at_A_event_In_ravindrabharathi_1.jpg
Telangana,Nalgonda,Raghuveer Reddy Kunduru,Kunduru Raghuveer,Indian National Congress,
Telangana,Bhongir,Chamala Kiran Kumar Reddy,Chamala Kiran Kumar Reddy,Indian National Congress,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Chamala_Kiran_Kumar_Reddy_%28cropped%29.jpg/500px-Chamala_Kiran_Kumar_Reddy_%28cropped%29.jpg
Telangana,Warangal,Kadiyam Kavya,Kadiyam Kavya,Indian National Congress,
Telangana,Mahabubabad,Balram Naik,Balram Naik,Indian National Congress,https://upload.wikimedia.org/wikipedia/commons/8/82/Porika_Balram_Naik_%28cropped%29.jpg
Telangana,Khammam,R. Raghuram Reddy,Ramasahayam Raghuram Reddy,Indian National Congress,
Tripura,Tripura West,Biplab Kumar Deb,Biplab Kumar Deb,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Biplab_Kumar_Deb_%28cropped%29_%282%29.jpg/500px-Biplab_Kumar_Deb_%28cropped%29_%282%29.jpg
Tripura,Tripura East,Kriti Devi Debbarman,Kriti Devi Debbarman,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Kriti_Singh_Debbarma_2024_%28cropped%29.jpg/500px-Kriti_Singh_Debbarma_2024_%28cropped%29.jpg
Uttar Pradesh,Saharanpur,Imran Masood,Imran Masood,Indian National Congress,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Imran_Masood.jpg/500px-Imran_Masood.jpg
Uttar Pradesh,Kairana,Iqra Choudhary,Iqra Choudhary,Samajwadi Party,
Uttar Pradesh,Muzaffarnagar,Harendra Singh Malik,Harendra Singh Malik,Samajwadi Party,
Uttar Pradesh,Bijnor,Chandan Chauhan,Chandan Chauhan,Rashtriya Lok Dal,
Uttar Pradesh,Nagina,Chandrashekhar Azad,Chandrashekhar Azad (politician),Aazad Samaj Party (Kanshi Ram),https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Chandrashekhar_Azad_Ravan_%28cropped%29.jpg/500px-Chandrashekhar_Azad_Ravan_%28cropped%29.jpg
Uttar Pradesh,Moradabad,Ruchi Veera,Ruchi Veera,Samajwadi Party,
Uttar Pradesh,Rampur,Mohibbullah Nadvi,Mohibbullah Nadvi,Samajwadi Party,
Uttar Pradesh,Sambhal,Zia ur Rahman Barq,Zia ur Rahman Barq,Samajwadi Party,
Uttar Pradesh,Amroha,Kanwar Singh Tanwar,Kanwar Singh Tanwar,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/3/3d/Kanwar_Singh_Tanwar.jpg
Uttar Pradesh,Meerut,Arun Govil,Arun Govil,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/6/6e/Arun_Govil.jpg
Uttar Pradesh,Baghpat,Rajkumar Sangwan,Rajkumar Sangwan,Rashtriya Lok Dal,
Uttar Pradesh,Ghaziabad,Atul Garg,Atul Garg,Bharatiya Janata Party,
Uttar Pradesh,Gautam Buddha Nagar,Mahesh Sharma,Mahesh Sharma,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Dr._Mahesh_Sharma_taking_charge_as_the_Minister_of_State_for_%28Independent_Charge%29_Tourism%2C_in_New_Delhi_on_November_12%2C_2014_%28cropped%29.jpg/500px-Dr._Mahesh_Sharma_taking_charge_as_the_Minister_of_State_for_%28Independent_Charge%29_Tourism%2C_in_New_Delhi_on_November_12%2C_2014_%28cropped%29.jpg
Uttar Pradesh,Bulandshahr,Bhola Singh,Bhola Singh (Uttar Pradesh politician),Bharatiya Janata Party,
Uttar Pradesh,Aligarh,Satish Kumar Gautam,Satish Kumar Gautam,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Satish_Kumar_Gautam%2C_MP%2C_Loksabha_Aligarh.jpg/500px-Satish_Kumar_Gautam%2C_MP%2C_Loksabha_Aligarh.jpg
Uttar Pradesh,Hathras,Anoop Pradhan,Anoop Pradhan,Bharatiya Janata Party,
Uttar Pradesh,Mathura,Hema Malini,Hema Malini,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/3/39/Hema_Malini%27s_75th_birthday_celebration.jpg
Uttar Pradesh,Agra,S.P. Singh Baghel,S.P. Singh Baghel,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/9/94/SPS_Baghel_MoS_Health.jpg
Uttar Pradesh,Fatehpur Sikri,Rajkumar Chahar,Rajkumar Chahar,Bharatiya Janata Party,
Uttar Pradesh,Firozabad,Akshay Yadav,Akshay Yadav,Samajwadi Party,https://upload.wikimedia.org/wikipedia/commons/f/ff/Akshay_Yadav.jpg
Uttar Pradesh,Mainpuri,Dimple Yadav,Dimple Yadav,Samajwadi Party,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Dimple_Yadav.img.jpg/500px-Dimple_Yadav.img.jpg
Uttar Pradesh,Etah,Devesh Shakya,Devesh Shakya,Samajwadi Party,
Uttar Pradesh,Badaun,Aditya Yadav,Aditya Yadav,Samajwadi Party,
Uttar Pradesh,Aonla,Neeraj Kushwaha Maurya,Neeraj Kushwaha Maurya,Samajwadi Party,
Uttar Pradesh,Bareilly,Chhatrapal Singh Gangwar,Chhatrapal Singh Gangwar,Bharatiya Janata Party,
Uttar Pradesh,Pilibhit,Jitin Prasada,Jitin Prasada,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/1/1e/Jitin_Prasada_crop.jpg
Uttar Pradesh,Shahjahanpur,Arun Kumar Sagar,Arun Kumar Sagar,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/b/b4/Arun_Kumar_Sagar_MP.jpg
Uttar Pradesh,Kheri,Utkarsh Verma,Utkarsh Verma,Samajwadi Party,
Uttar Pradesh,Dhaurahra,Anand Bhadauriya,Anand Bhadauriya,Samajwadi Party,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/ANAND_BHADAURIA.png/500px-ANAND_BHADAURIA.png
Uttar Pradesh,Sitapur,Rakesh Rathore,Rakesh Rathore,Indian National Congress,
Uttar Pradesh,Hardoi,Jai Prakash,Jai Prakash,Bharatiya Janata Party,
Uttar Pradesh,Misrikh,Ashok Kumar Rawat,Ashok Kumar Rawat,Bharatiya Janata Party,
Uttar Pradesh,Unnao,Sakshi Maharaj,Sakshi Maharaj,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Sakshi_Maharaj%2C_2020.jpg/500px-Sakshi_Maharaj%2C_2020.jpg
Uttar Pradesh,Mohanlalganj,R. K. Chaudhary,R. K. Chaudhary,Samajwadi Party,
Uttar Pradesh,Lucknow,Rajnath Singh,Rajnath Singh,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Shri_Rajnath_Singh%2C_in_New_Delhi_on_May_09%2C_2023_%28cropped%29.jpg/500px-Shri_Rajnath_Singh%2C_in_New_Delhi_on_May_09%2C_2023_%28cropped%29.jpg
Uttar Pradesh,Rae Bareli,Rahul Gandhi,Rahul Gandhi,Indian National Congress,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Rahul_Gandhi.png/500px-Rahul_Gandhi.png
Uttar Pradesh,Amethi,Kishori Lal Sharma,Kishori Lal Sharma,Indian National Congress,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/KishoriLalSharma.jpg/500px-KishoriLalSharma.jpg
Uttar Pradesh,Sultanpur,Rambhual Nishad,Rambhual Nishad,Samajwadi Party,
Uttar Pradesh,Pratapgarh,S. P. Singh Patel,S. P. Singh Patel,Samajwadi Party,
Uttar Pradesh,Farrukhabad,Mukesh Rajput,Mukesh Rajput,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/2/23/Mukesh_Rajput_MP.jpg
Uttar Pradesh,Etawah,Jitendra Kumar Dohare,Jitendra Kumar Dohare,Samajwadi Party,
Uttar Pradesh,Kannauj,Akhilesh Yadav,Akhilesh Yadav,Samajwadi Party,https://upload.wikimedia.org/wikipedia/commons/c/c8/Akhilesh_Yadav_receiving_Padma_Vibhushan_on_the_behalf_of_his_late_father_Sh._Mulayam_Singh_Yadav_%28cropped%29.jpg
Uttar Pradesh,Kanpur,Ramesh Awasthi,Ramesh Awasthi,Bharatiya Janata Party,
Uttar Pradesh,Akbarpur,Devendra Singh Bhole,Devendra Singh Bhole,Bharatiya Janata Party,
Uttar Pradesh,Jalaun,Narayan Das Ahirwar,Narayan Das Ahirwar,Samajwadi Party,
Uttar Pradesh,Jhansi,Anurag Sharma,Anurag Sharma (politician),Bharatiya Janata Party,
Uttar Pradesh,Hamirpur,Ajendra Singh Lodhi,Ajendra Singh Lodhi,Samajwadi Party,
Uttar Pradesh,Banda,Krishna Devi Patel,Krishna Devi Shivshanker Patel,Samajwadi Party,
Uttar Pradesh,Fatehpur,Naresh Uttam Patel,Naresh Uttam Patel,Samajwadi Party,
Uttar Pradesh,Kaushambi,Pushpendra Saroj,Pushpendra Saroj (politician),Samajwadi Party,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Kaushambimpsarojindelhi.jpg/500px-Kaushambimpsarojindelhi.jpg
Uttar Pradesh,Phulpur,Praveen Patel,Praveen Patel,Bharatiya Janata Party,
Uttar Pradesh,Allahabad,Ujjwal Rewati Raman Singh,Ujjwal Rewati Raman Singh,Indian National Congress,
Uttar Pradesh,Barabanki,Tanuj Punia,Tanuj Punia,Indian National Congress,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Tanuj_Punia.jpg/500px-Tanuj_Punia.jpg
Uttar Pradesh,Faizabad,Awadhesh Prasad,Awadhesh Prasad,Samajwadi Party,
Uttar Pradesh,Ambedkar Nagar,Lalji Verma,Lalji Verma,Samajwadi Party,
Uttar Pradesh,Bahraich,Anand Kumar,Anand Kumar (UP Politician),Bharatiya Janata Party,
Uttar Pradesh,Kaiserganj,Karan Bhushan Singh,Karan Bhushan Singh (politician),Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Karan_Bhushan_Singh.jpg/500px-Karan_Bhushan_Singh.jpg
Uttar Pradesh,Shrawasti,Ram Shiromani Verma,Ram Shiromani Verma,Samajwadi Party,
Uttar Pradesh,Gonda,Kirti Vardhan Singh,Kirti Vardhan Singh,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Kirtivardhan_Singh_assuming_charge_as_the_Minister_of_State_of_Environment%2C_Forest_and_Climate_Change.jpg/500px-Kirtivardhan_Singh_assuming_charge_as_the_Minister_of_State_of_Environment%2C_Forest_and_Climate_Change.jpg
Uttar Pradesh,Domariyaganj,Jagdambika Pal,Jagdambika Pal,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Jagdambika_Pal.jpg/500px-Jagdambika_Pal.jpg
Uttar Pradesh,Basti,Ram Prasad Chaudhary,Ram Prasad Chaudhary,Samajwadi Party,
Uttar Pradesh,Sant Kabir Nagar,Laxmikant Nishad,Laxmikant Nishad,Samajwadi Party,
Uttar Pradesh,Maharajganj,Pankaj Chaudhary,Pankaj Chaudhary,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pankaj_Chaudhary_in_2021_%28cropped%29.jpg/500px-Pankaj_Chaudhary_in_2021_%28cropped%29.jpg
Uttar Pradesh,Gorakhpur,Ravi Kishan,Ravi Kishan,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Ravi_Kissen_at_the_launch_of_T_P_Aggarwal%27s_trade_magazine_%27Blockbuster%27_20.jpg/500px-Ravi_Kissen_at_the_launch_of_T_P_Aggarwal%27s_trade_magazine_%27Blockbuster%27_20.jpg
Uttar Pradesh,Kushi Nagar,Vijay Kumar Dubey,Vijay Kumar Dubey,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Vijay_Kumar_Dubey.jpg/500px-Vijay_Kumar_Dubey.jpg
Uttar Pradesh,Deoria,Shashank Mani,Shashank Mani,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/a/a6/Shashank_Mani_Photo.jpg
Uttar Pradesh,Bansgaon,Kamlesh Paswan,Kamlesh Paswan,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/1/16/Kamlesh_Paswan%2C_Minister_of_State_for_Rural_Development_in_2024.jpg
Uttar Pradesh,Lalganj,Daroga Saroj,Daroga Saroj,Samajwadi Party,
Uttar Pradesh,Azamgarh,Dharmendra Yadav,Dharmendra Yadav,Samajwadi Party,
Uttar Pradesh,Ghosi,Rajeev Kumar Rai,Rajeev Kumar Rai,Samajwadi Party,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/RajeevRaiMPForeignDelegation.jpg/500px-RajeevRaiMPForeignDelegation.jpg
Uttar Pradesh,Salempur,Ramashankar Rajbhar,Ramashankar Rajbhar,Samajwadi Party,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Ramashankar_Rajbhar.jpg/500px-Ramashankar_Rajbhar.jpg
Uttar Pradesh,Ballia,Sanatan Pandey,Sanatan Pandey,Samajwadi Party,
Uttar Pradesh,Jaunpur,Babu Singh Kushwaha,Babu Singh Kushwaha,Samajwadi Party,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Kushwaha.JPG/500px-Kushwaha.JPG
Uttar Pradesh,Machhlishahr,Priya Saroj,Priya Saroj,Samajwadi Party,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Priya_Saroj_MP.jpg/500px-Priya_Saroj_MP.jpg
Uttar Pradesh,Ghazipur,Afzal Ansari,Afzal Ansari,Samajwadi Party,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Afzal_Ansari.jpg/500px-Afzal_Ansari.jpg
Uttar Pradesh,Chandauli,Bijendra Singh,Bijendra Singh,Samajwadi Party,
Uttar Pradesh,Varanasi,Narendra Modi,Narendra Modi,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/5/5f/The_official_portrait_of_Shri_Narendra_Modi%2C_the_Prime_Minister_of_the_Republic_of_India.jpg
Uttar Pradesh,Bhadohi,Vinod Kumar Bind,Vinod Kumar Bind,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Dr_vinod_bind.jpg/500px-Dr_vinod_bind.jpg
Uttar Pradesh,Mirzapur,Anupriya Patel,Anupriya Patel,Apna Dal (Soneylal),https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/The_official_portrait_of_State_Minister_Anupriya_Patel.jpg/500px-The_official_portrait_of_State_Minister_Anupriya_Patel.jpg
Uttar Pradesh,Robertsganj,Chhotelal Kharwar,Chhotelal Kharwar,Samajwadi Party,
Uttarakhand,Tehri Garhwal,Mala Rajya Laxmi Shah,Mala Rajya Laxmi Shah,Bharatiya Janata Party,
Uttarakhand,Garhwal,Anil Baluni,Anil Baluni,Bharatiya Janata Party,
Uttarakhand,Almora,Ajay Tamta,Ajay Tamta,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/The_Minister_of_State_for_Textiles%2C_Shri_Ajay_Tamta_addressing_at_the_inauguration_of_the_60th_India_International_Garment_Fair%2C_in_New_Delhi_on_January_17%2C_2018.jpg/500px-thumbnail.jpg
Uttarakhand,Nainital–Udhamsingh Nagar,Ajay Bhatt,Ajay Bhatt (politician),Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/e/e2/Ajay_Bhatt_Minister_%28cropped%29.jpg
Uttarakhand,Haridwar,Trivendra Singh Rawat,Trivendra Singh Rawat,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/The_Chief_Minister_of_Uttarakhand%2C_Shri_Trivendra_Singh_Rawat.jpg/500px-The_Chief_Minister_of_Uttarakhand%2C_Shri_Trivendra_Singh_Rawat.jpg
West Bengal,Cooch Behar,Jagadish Chandra Barma Basunia,Jagadish Chandra Barma Basunia,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Basunia.jpg/500px-Basunia.jpg
West Bengal,Alipurduars,Manoj Tigga,Manoj Tigga,Bharatiya Janata Party,
West Bengal,Jalpaiguri,Jayanta Kumar Roy,Jayanta Kumar Roy,Bharatiya Janata Party,
West Bengal,Darjeeling,Raju Bista,Raju Bista,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Raju_Bista%2C_Member_of_Parliament_%28Lok_Sabha%29_from_Darjeeling%2C_West_Bengal_meeting_with_the_President_of_India%2C_Smt._Droupadi_Murmu_at_Rashtrapati_Bhavan.jpg/500px-Raju_Bista%2C_Member_of_Parliament_%28Lok_Sabha%29_from_Darjeeling%2C_West_Bengal_meeting_with_the_President_of_India%2C_Smt._Droupadi_Murmu_at_Rashtrapati_Bhavan.jpg
West Bengal,Raiganj,Kartick Chandra Paul,Kartick Chandra Paul,Bharatiya Janata Party,
West Bengal,Balurghat,Sukanta Majumdar,Sukanta Majumdar,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Sukanta_Majumdar%2C_Minister_of_State_for_Education.jpg/500px-Sukanta_Majumdar%2C_Minister_of_State_for_Education.jpg
West Bengal,Maldaha Uttar,Khagen Murmu,Khagen Murmu,Bharatiya Janata Party,
West Bengal,Maldaha Dakshin,Isha Khan Choudhury,Isha Khan Choudhury,Indian National Congress,https://upload.wikimedia.org/wikipedia/commons/6/64/Isha_Khan_Choudhury.jpg
West Bengal,Jangipur,Khalilur Rahaman,Khalilur Rahaman,Nationalist Citizens Party of India,
West Bengal,Baharampur,Yusuf Pathan,Yusuf Pathan,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Yusuf_Pathan.jpg/500px-Yusuf_Pathan.jpg
West Bengal,Murshidabad,Abu Taher Khan,Abu Taher Khan,Nationalist Citizens Party of India,
West Bengal,Krishnanagar,Mahua Moitra,Mahua Moitra,Trinamool Congress,https://upload.wikimedia.org/wikipedia/commons/a/a7/Mahua_Moitra.jpg
West Bengal,Ranaghat,Jagannath Sarkar,Jagannath Sarkar (BJP politician),Bharatiya Janata Party,
West Bengal,Bangaon,Shantanu Thakur,Shantanu Thakur,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/4/4e/Shri_Shantanu_Thakur.jpg
West Bengal,Barrackpur,Partha Bhowmick,Partha Bhowmick,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Partha_Bhowmick.png/500px-Partha_Bhowmick.png
West Bengal,Dum Dum,Saugata Roy,Saugata Roy,Trinamool Congress,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Saugata_Roy_MP.jpg/500px-Saugata_Roy_MP.jpg
West Bengal,Barasat,Kakoli Ghosh Dastidar,Kakoli Ghosh Dastidar,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/4/44/Kakoli_Ghosh_Dastidar_flagging_off_the_Howrah-Pune_Suvidha_AC_Express_from_Howrah_Station%2C_West_Bengal.jpg
West Bengal,Basirhat,Haji Nurul Islam,Haji Nurul Islam,Trinamool Congress,
West Bengal,Jaynagar,Pratima Mondal,Pratima Mondal,Trinamool Congress,
West Bengal,Mathurapur,Bapi Halder,Bapi Halder,Nationalist Citizens Party of India,
West Bengal,Diamond Harbour,Abhishek Banerjee,Abhishek Banerjee (politician),Trinamool Congress,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Abhishek_Banerjee.jpg/500px-Abhishek_Banerjee.jpg
West Bengal,Jadavpur,Saayoni Ghosh,Saayoni Ghosh,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/b/bb/Saayoni_Ghosh_in_2015_%28cropped%29.jpg
West Bengal,Kolkata Dakshin,Mala Roy,Mala Roy,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Mala_Roy_%28Member_of_Parliament%29.jpg/500px-Mala_Roy_%28Member_of_Parliament%29.jpg
West Bengal,Kolkata Uttar,Sudip Bandyopadhyay,Sudip Bandyopadhyay,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Shri_Sudip_Bandyopadhyay_official_portrait.jpg/500px-Shri_Sudip_Bandyopadhyay_official_portrait.jpg
West Bengal,Howrah,Prasun Banerjee,Prasun Banerjee,Nationalist Citizens Party of India,
West Bengal,Uluberia,Sajda Ahmed,Sajda Ahmed,Trinamool Congress,
West Bengal,Sreerampur,Kalyan Banerjee,Kalyan Banerjee (politician),Trinamool Congress,https://upload.wikimedia.org/wikipedia/commons/3/3f/Kalyan_Banerjee.png
West Bengal,Hooghly,Rachana Banerjee,Rachana Banerjee,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/a/ac/Rachana_Banerjee_2020.png
West Bengal,Arambagh,Mitali Bag,Bag Mitali,Nationalist Citizens Party of India,
West Bengal,Tamluk,Abhijit Gangopadhyay,Abhijit Gangopadhyay,Bharatiya Janata Party,
West Bengal,Kanthi,Soumendu Adhikari,Adhikari Soumendu,Bharatiya Janata Party,
West Bengal,Ghatal,Deepak Adhikari,Dev (Bengali actor),Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Dev_at_the_Suro_Bharati_Sangeet_Kala_Kendra_annual_ceremony_in_2026.jpg/500px-Dev_at_the_Suro_Bharati_Sangeet_Kala_Kendra_annual_ceremony_in_2026.jpg
West Bengal,Jhargram,Kalipada Soren,Kalipada Soren,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/%E1%B1%A0%E1%B1%B7%E1%B1%AE%E1%B1%A8%E1%B1%A3%E1%B1%9F%E1%B1%9E_%E1%B1%A5%E1%B1%9A%E1%B1%A8%E1%B1%AE%E1%B1%B1.jpg/500px-%E1%B1%A0%E1%B1%B7%E1%B1%AE%E1%B1%A8%E1%B1%A3%E1%B1%9F%E1%B1%9E_%E1%B1%A5%E1%B1%9A%E1%B1%A8%E1%B1%AE%E1%B1%B1.jpg
West Bengal,Medinipur,June Malia,June Malia,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/June_Malia.jpg/500px-June_Malia.jpg
West Bengal,Purulia,Jyotirmay Singh Mahato,Jyotirmay Singh Mahato,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Jyotirmay_Singh_Mahto.jpg/500px-Jyotirmay_Singh_Mahto.jpg
West Bengal,Bankura,Arup Chakraborty,Arup Chakraborty (politician),Nationalist Citizens Party of India,
West Bengal,Bishnupur,Saumitra Khan,Saumitra Khan,Bharatiya Janata Party,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Saumitra.jpg/500px-Saumitra.jpg
West Bengal,Bardhaman Purba,Sharmila Sarkar,Sharmila Sarkar,Nationalist Citizens Party of India,
West Bengal,Bardhaman–Durgapur,Kirti Azad,Kirti Azad,Trinamool Congress,
West Bengal,Asansol,Shatrughan Sinha,Shatrughan Sinha,Trinamool Congress,https://upload.wikimedia.org/wikipedia/commons/2/20/Shatrughan_Sinha.jpg
West Bengal,Bolpur,Asit Kumar Mal,Asit Kumar Mal,Nationalist Citizens Party of India,
West Bengal,Birbhum,Satabdi Roy,Satabdi Roy,Nationalist Citizens Party of India,https://upload.wikimedia.org/wikipedia/commons/e/e5/Shatabdi_Roy.jpg
